district_code,district,fiscal_year,gf_revenue,gf_expenditure,gf_total_fund_balance,gf_unassigned,gf_assigned,cash_and_investments,solvency_ratio_pct,operating_margin_pct,salaries_benefits,salary_benefit_pct_gf,go_debt_outstanding,save_rev_bonds,findings_count,material_weakness,significant_deficiency,repeat_finding,single_audit_findings,gfoa_cert,auditor,report_date,opinion_type,confidence,notes,district_name_display,gf_assigned_plus_unassigned_sbrc,cash_reserve_levy_amount,max_cash_reserve_levy_capacity,sbrc_20pct_cap,unspent_authorized_budget,certified_enrollment,management_fund_balance,ppel_fund_balance,save_fund_balance,total_governmental_fund_balance,gf_assigned_plus_unassigned_aud,flag_audit_concern,conservative_reserve_ratio,practical_cushion_ratio,broad_cushion_ratio,operating_adjacent_ratio,conservative_days_cushion,practical_days_cushion,operating_adjacent_days_cushion,gf_cash_days,crl_reliance,crl_capacity_used_pct,crl_levy_headroom,uab_cushion,operating_result_pct,operating_result_3yr_avg,fb_drawdown_years,enrollment_3yr_trend,practical_days_cushion_pctile,uab_cushion_pctile,crl_reliance_pctile,flag_low_unrestricted,flag_negative_operating,flag_multiyear_drawdown,flag_weak_uab,flag_declining_enrollment,flag_high_crl_reliance,flag_limited_levy_headroom,flag_special_ed_pressure,flag_short_term_borrowing,risk_flag_count,cushion_band,risk_class,risk_rationale
3141,Iowa City CSD,2023,209488033,207876297,10151221,4960343,0.0,149426571,2.45,0.77,,,156815000.0,164695000,7.0,Y,Y,Y,Education Stabilization Fund cut-off errors $58k (2023-003 significant deficiency + noncompliance); lack of review on ESF reports (2023-004 material weakness); late single audit filing - package due 2024-03-31 submitted Aug 2025 (2023-005 significant deficiency + noncompliance),N,RSM US LLP,2025-08-27,unmodified,Medium,"REPORT DATE 26+ MONTHS LATE - audit for FY ended 2023-06-30 not issued until 2025-08-27 due to personnel turnover; material weakness 2023-001: financials required significant revisions; year-end close not completed until Dec 2024; significant audit adjustments to original trial balance; supporting reconciliations did not agree to FS amounts; significant deficiency 2023-002: bank reconciliations contained unreconciled items approximately $1.06M and $1M on two accounts; $55k payroll entry required reversal; significant deficiency 2023-006: CFO had incompatible duties (vendor setup + invoice processing + journal entries + cash disbursements); corrective action plan notes prior accounting leadership failed to properly reconcile balance sheet with unknown variances and errors compounding misstatements; finding 2023-001 is repeat of 2022-001 (Not Corrected); lease $205,142 + SBITA $24,709 = $229,851 total; SAVE bonds note: $164,695,000 in notes from direct borrowings (new bond issuance FY2023); IPERS NPL total (govt $60,123,766 + business $1,227,016); FY2024 and FY2025 audits NOT filed as of knowledge cutoff; Moody's bond rating reportedly lost; enrollment is Oct 2022 certified count per transmittal; findings count = 6 GAGAS/federal numbered findings + 1 statutory enrollment variance; no GFOA cert - transmittal does not mention submitting for GFOA",Iowa City CSD,6410331.0,24000000.0,35446978.0,41857309.0,-2505057.0,14395.0,1165161.41,11278296.45,113892625.08,140739417.29,4960343.0,False,0.023861994232079284,0.023861994232079284,0.04883298936193769,0.02946706526141362,8.70962789470894,8.70962789470894,10.755478820415972,262.37093503257853,0.11545327844665233,0.6770675909241121,11446978.0,-0.012050710139405648,0.007693690073456368,0.0030201207654789466,0,0.0077003850192509625,0.06666666666666667,0.06666666666666667,0.9333333333333333,False,False,False,True,False,True,False,False,False,2,Very high,Very high risk,9-day practical cushion; 2 risk flag(s); negative spending authority (UAB)
3231,Johnston CSD,2020,82568683,84937989,12146145,10518726,0.0,59454734,13.25,-2.87,,,48510000.0,48124000,2.0,N,N,N,No single audit findings,Y,Van Maanen Sietstra Meyer & Nikkel PC,BLANK-in-PDF,unmodified,High,Report date shows ==== in PDF (a pre-publication placeholder). AEA separately stated. GF Assigned=$0 (no Assigned category; only Nonspendable $85572 + Restricted $1541847 + Unassigned). Solvency = Unassigned / (GF Rev minus AEA). Lease = pre-GASB87 capital lease. IPERS NPL = combined govt $35440808 + BTA $2480535. OPEB = combined net OPEB govt $4242027 + BTA $254445. Capital additions = CIP adds $4063161 + depreciable adds $9721893. Findings count = 2 Part IV statutory items only (IV-H enrollment variance + IV-I supp weighting); Parts II & III clean.,Johnston CSD,10518726.0,6473110.0,6473110.0,16991836.0,14357193.0,7057.6,6100420.22,939440.92,7532169.81,38457404.86,10518726.0,False,0.1238400640730969,0.1238400640730969,0.14300014802563785,0.19566211086066565,45.20162338668037,45.20162338668037,71.41667046414297,255.49201441536366,0.07620983350571203,1.0,0.0,0.16903146835746252,-0.02869497143366087,,0,,0.5333333333333333,0.6666666666666666,0.8,False,True,False,False,False,True,True,False,False,3,Low,Low risk,45-day practical cushion; 3 risk flag(s)
3231,Johnston CSD,2021,90297900,85982677,15971161,13781660,0.0,69966841,15.84,4.78,,,43465000.0,44385000,2.0,N,N,Y,No single audit findings,Y,Van Maanen Sietstra Meyer & Nikkel PC,2021-11-15,unmodified,High,GF Assigned=$0 (no Assigned category). Solvency = Unassigned / (GF Rev minus AEA). Lease is pre-GASB87 capital lease. IPERS NPL = govt $42252580 + BTA $2787172. OPEB = govt $4719207 + BTA $287231. Capital adds = CIP $904585 + depreciable $2454923; CIP balance = 0 at year-end (all completed). Findings = 2 Part IV (IV-H enrollment + IV-I supp weighting); repeat from FY2020.,Johnston CSD,13781660.0,3534875.0,3534875.0,17316535.0,18167559.0,7105.7,5235183.98,1477856.51,6710014.71,49645319.38,13781660.0,False,0.1602841465380288,0.1602841465380288,0.18574858980024547,0.2211706432448015,58.50371348638051,58.50371348638051,80.72728478435255,297.01211751060043,0.041111478769147884,1.0,0.0,0.21129324689437154,0.04778874148789728,0.009546885027118205,0,,0.5333333333333333,0.6666666666666666,0.5333333333333333,False,False,False,False,False,False,True,False,False,1,Low,Low risk,59-day practical cushion; 1 risk flag(s)
3231,Johnston CSD,2022,93296992,88285047,21380621,18556483,0.0,63159720,20.63,5.37,,,14520000.0,40485000,1.0,N,N,N,No single audit findings,Y,Van Maanen Sietstra Meyer & Nikkel PC,2023-01-09,unmodified,High,IPERS NPL dropped 98% (govt $836033 + BTA $42107 = $878140) due to actuarial assumption changes. OPEB = govt net $3458540 + BTA $197876; OPEB total liability per note = $3656416. No enrollment/supp weighting variances in FY2022. Finding = 1 (Part IV budget exceeded; 2022-A). Lease = GASB 87 right-of-use. Capital adds = depreciable only (no CIP at year-end).,Johnston CSD,18556483.0,0.0,0.0,17657010.0,21728912.0,7004.2,4709751.68,2512085.19,7751996.86,38686759.75,18556483.0,False,0.21018828930339697,0.21018828930339697,0.24217714920625233,0.26353539439130613,76.7187255957399,76.7187255957399,96.19041895282673,261.1234697536039,0.0,,0.0,0.24612222271343415,0.05372032787509377,0.02427136597644339,0,,0.8,0.8,0.16666666666666666,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,77-day practical cushion; 0 risk flag(s)
3231,Johnston CSD,2023,91883625,92841732,20773674,15556695,0.0,66483518,17.59,-1.04,,,0.0,32760000,3.0,N,N,Y,No single audit findings,Y,Van Maanen Sietstra Meyer & Nikkel PC,2024-03-18,unmodified,High,GO bonds fully retired in FY2023. GF has Committed $2150000 (Board resolution) but no Assigned category label. IPERS NPL rebounded: govt $23307018 + BTA $1188937. OPEB = govt $3855169 + BTA $222574; OPEB total per note = $4077743. Findings = 3 Part IV items (2023-A budget exceeded + 2023-H enrollment variance + 2023-I supp weighting); enrollment & supp weighting repeat from FY2020/21. No CIP at year-end.,Johnston CSD,15556694.0,3011624.0,3011653.0,18568347.0,23686609.0,6986.9,5584053.16,2488897.95,9471039.03,40782493.91,15556695.0,False,0.1675614474749351,0.1675614474749351,0.22375362407069269,0.22770738658774697,61.159928328351306,61.159928328351306,83.11319610452765,261.3747454646796,0.032438257399161834,0.9999903707366021,29.0,0.2551289004388673,-0.010427396611746652,0.030360557583748133,1,-0.01001756971208353,0.4666666666666667,0.8666666666666667,0.6,False,True,False,False,False,False,True,False,False,2,Low,Low risk,61-day practical cushion; 2 risk flag(s)
3231,Johnston CSD,2024,92402220,96950364,16567398,11860294,0.0,68490271,13.34,-4.92,,,0.0,29295000,3.0,N,Y,N,No single audit findings,N,CPA firm not named in PDF (signed Moline IL; change from Van Maanen),2024-12-13,unmodified,Medium,Auditor firm name not captured in PDF text extraction; signed Moline IL (different firm from prior years). Certified enrollment not stated. 3 significant deficiency findings (2024-001 receipt segregation; 2024-002 disbursement segregation; 2024-003 payroll segregation). GF Committed=$2055000 (not labeled Assigned). Lease_SBITA = GASB87 lease $86414 + GASB96 subscription $98663 + equipment financing $1901112 = $2086189. IPERS NPL = govt $26317598 + BTA $1393888. OPEB total = govt $4662794 + BTA $299737. Capital additions = CIP $2516017 + depreciable $5708356.,Johnston CSD,11784932.0,7605141.0,7605141.0,19390073.0,26652119.0,6984.8,,,,17113321.42,11860294.0,False,0.12233367169204233,0.12233367169204233,0.17088536150312958,,44.65179016759545,44.65179016759545,,257.8530691746552,0.07844365597224576,1.0,0.0,0.27490478529817586,-0.049221155076144274,-0.00197607460426572,2,-0.017014509478306097,0.35714285714285715,0.7857142857142857,0.7857142857142857,False,True,True,False,False,True,True,False,False,4,Moderate,High risk,45-day practical cushion; 4 risk flag(s)
3231,Johnston CSD,2025,98396516,103691498,11834736,7327867,0.0,66339912,7.66,-5.38,,,0.0,25580000,3.0,N,Y,Y,No single audit findings,N,CPA firm not named in PDF (signed East Moline IL; same firm as FY2024),2026-03-13,unmodified,Medium,Auditor firm not named in text. Certified enrollment not stated. 3 SDs (2025-001 receipts; 2025-002 disbursements; 2025-003 payroll) — same subject matters as FY2024 but auditor designates each as not a repeat finding; treated as repeat here by substance. GF Committed=$1875000 (not Assigned). Lease_SBITA = GASB87 $48445 + GASB96 $249480 + equip financing $1277744 = $1575669. Unrestricted net position = combined govt+BTA = -$555016 (govt activities alone = -$6876884). IPERS NPL = govt $21400741 + BTA $1133471. AEA flowthrough dropped sharply from $3.5M to $2.7M.,,,,,,,,,,,,7327867.0,False,0.07066989233774981,0.07066989233774981,0.11413410191065038,,25.794510703278682,25.794510703278682,,233.52028225110607,,,,,-0.053812698002437404,-0.03782041656344278,3,,0.21428571428571427,,,False,True,True,False,False,False,False,False,False,2,Moderate,Moderate risk,26-day practical cushion; 2 risk flag(s)
3715,Linn-Mar CSD,2020,88946908,87749848,11059342,9481809,435330.0,53865779,11.6,1.35,,,72865000.0,54295000,4.0,N,Y,Y,No federal findings; unmodified opinion on major programs,N,Bohnsack & Frommelt LLP,2020-11-20,unmodified,High,Certified enrollment Oct 1 2019 per intro letter; cash_and_investments = total govt funds unrestricted + restricted pooled cash; SAVE bonds = statewide SSTU bonds (29815000 regular + 24480000 direct placement = 54295000); capital additions = governmental activities total increases; salary/benefit object detail not available in GF function-only statements; FY2020 finding 2020-001 is repeat of 2019-002,Linn-Mar CSD,9917191.0,6650000.0,7636052.0,17553243.0,14040602.0,7556.7,1997348.45,2193251.66,6732382.72,37347059.57,9917139.0,False,0.10805499059098085,0.1130160248254789,0.12603260577727723,0.13577786995141006,39.44007156570801,41.250849061299796,49.558922532264674,224.05747454969952,0.07578360705536492,0.8708688730773442,986052.0,0.16000713756222118,0.013458140669712768,,0,,0.3333333333333333,0.6,0.7333333333333333,False,False,False,False,False,False,False,False,False,0,Moderate,Moderate risk,41-day practical cushion; 0 risk flag(s)
3715,Linn-Mar CSD,2021,96735391,93635341,13955156,12795923,424306.0,39304127,14.2,3.20,,,70015000.0,49925000,3.0,N,Y,Y,No federal findings; unmodified opinion on major programs,N,Bohnsack & Frommelt LLP,2021-11-18,unmodified,High,Certified enrollment Oct 1 2020 per intro letter; cash = unrestricted 33409428 + restricted 5894699; SAVE bonds = 26870000 regular + 23055000 direct placements = 49925000; capital additions = 1982532 (not depr) + 68362942 (being depr) = 70345474; FY2021 finding 2021-001 is repeat of 2020-001; IV-D-21 is conflict of interest finding,Linn-Mar CSD,13220229.0,5550312.0,5550312.0,18770541.0,17353232.0,7675.5,1580998.85,5037518.47,6495345.46,31165109.87,13220229.0,False,0.13665698082949257,0.1411884536203056,0.14903727429155195,0.15807309176136816,49.87979800276479,51.53378557141154,57.69667849289938,153.21144988407744,0.059275824071597066,1.0,0.0,0.18532780267228374,0.03204669943392279,0.02275242005181778,0,,0.4666666666666667,0.5333333333333333,0.6,False,False,False,False,False,False,True,False,False,1,Low,Low risk,52-day practical cushion; 1 risk flag(s)
3715,Linn-Mar CSD,2022,99507635,101160128,12313088,11416553,464960.0,31182906,12.4,(1.66),,,66965000.0,39280000,4.0,N,Y,Y,No federal findings; unmodified opinion on major programs,N,Bohnsack & Frommelt LLP,2022-12-20,unmodified,High,Certified enrollment Oct 1 2021 per intro letter; GASB 87 adopted; lease liability 508308; SAVE bonds = 39280000 (all regular bonds after refunding); capital additions = 3585907 (not depr) + 5512799 (being depr); IPERS NPL dropped dramatically from $52.5M to $1.07M due to IPERS favorable returns; finding 2022-001 is repeat of 2021-001; IV-A-22 had 2 budget sub-findings counted as 1 finding number,Linn-Mar CSD,11881513.0,8366323.0,8366323.0,20247836.0,15178761.0,7597.9,1443078.47,3926862.86,3752185.18,24181390.44,11881513.0,False,0.11285625300909069,0.11745253030917478,0.12171878627911582,0.1317178193961953,41.1925323483181,42.8701735628488,48.07700407961129,112.51231997254887,0.08270376051718717,1.0,0.0,0.15004687419928928,-0.01660669555657714,0.009632714849019472,1,,0.26666666666666666,0.4,0.8666666666666667,False,True,False,False,False,True,True,False,False,3,Moderate,Moderate risk,43-day practical cushion; 3 risk flag(s)
3715,Linn-Mar CSD,2023,99802728,105031915,7069549,5866836,535797.0,45069774,6.67,(5.24),,,63805000.0,50725000,3.0,N,N,Y,No federal findings; unmodified opinion on major programs; low-risk auditee,N,Bohnsack & Frommelt LLP,2023-12-04,unmodified,High,Certified enrollment approx Oct 1 2022; FY2022 future section noted ~106 student increase over 7579 = ~7685 (approximate); GASB 96 adopted; SBITA obligation 6531; lease obligation 383870; total lease+SBITA = 390401; capital additions = 2935306 + 5159063; OPEB reported as Net OPEB liability,Linn-Mar CSD,6401870.0,9190345.0,14637562.0,21039432.0,11599857.0,7579.3,2308569.5,4559679.02,5742145.7,35535671.68,6402633.0,False,0.055857650505563,0.06095892853138972,0.0673085794922429,0.08293862394111352,20.388042434530497,22.25000891395725,30.272597738506438,156.6235130531515,0.08750049925301276,0.6278603636315938,5447217.0,0.11044125968759115,-0.05239523112033571,-0.012318409080996686,2,0.0029907234639459505,0.13333333333333333,0.2,0.8666666666666667,False,True,True,True,False,True,False,False,False,4,Moderate,High risk,22-day practical cushion; 4 risk flag(s)
3715,Linn-Mar CSD,2024,104707585,104735503,7091954,5780977,605774.0,55486542,6.34,(0.03),,,60695000.0,61280000,2.0,N,N,Y,No federal findings; unmodified opinion on major programs; low-risk auditee,N,Bohnsack & Frommelt LLP,2024-12-12,unmodified,High,Certified enrollment Oct 1 2023 = 7566 per FY2023 intro letter; lease obligation 925193 + SBITA 3304 = 928497; SAVE bonds = 61280000; capital additions = 12817492 (not depr) + 2896446 (being depr); OPEB now reported as Total OPEB liability = 5044000 combined,Linn-Mar CSD,6363582.0,10299069.0,14584824.0,20948406.0,11177467.0,7685.5,,,,8112913.0,6386751.0,False,0.05519596349291415,0.060979809301149775,0.06771298935758202,,20.146526674913662,22.25763039491967,,193.36888877117437,0.09833407684116435,0.7061496936815967,4285755.0,0.10672089864312773,-0.0002666282485648007,-0.02308951830849255,0,0.0013028467200833821,0.14285714285714285,0.21428571428571427,1.0,False,True,False,True,False,True,False,False,False,3,Moderate,Moderate risk,22-day practical cushion; 3 risk flag(s)
3715,Linn-Mar CSD,2025,106656101,103555715,10195578,9278920,574165.0,50628484,9.51,2.91,,,57425000.0,66175000,3.0,N,Y,Y,No separate Uniform Guidance single audit section in FY2025 report; only GAS-based compliance audit performed,N,Bohnsack & Frommelt LLP,2025-11-11,unmodified,High,Certified enrollment Oct 1 2024 = 7494 per FY2024 intro letter; 2025-001 is new significant deficiency (Nutrition Fund reconciliation - not a repeat); II-H-25 and II-I-25 are repeats of IV-H-24 and IV-I-24 (certified enrollment and supplementary weighting); SBITA obligation = 0 (fully paid); lease obligation 752938; SAVE bonds increased to 66175000 due to new $10M issuance; OPEB = Total OPEB liability combined,,,,,,,,,,,,9853085.0,False,0.08960316675907264,0.09514767002477845,0.09845500076939259,,32.705155867061514,34.72889955904413,,178.44883462008832,,,,,0.02906899812510491,-0.007864287081265202,0,,0.35714285714285715,,,False,False,False,False,False,False,False,False,False,0,Moderate,Moderate risk,35-day practical cushion; 0 risk flag(s)
4581,Muscatine CSD,2020,54928725,56564823,11135845,10644009,60534.0,23241912,20.32,-2.98,,,0.0,0,4.0,N,N,Y,no single audit findings (no Part III findings),N,Bohnsack & Frommelt LLP,2021-01-15,unmodified,High,Enrolled count = Oct 2019 count (used for FY2020 state aid). Firm signed from Moline IL confirmed as Bohnsack & Frommelt LLP per later years. AEA flowthrough separately stated. SAVE revenue is per CAR schedule. Cash = GF pooled only ($16.6M); total govtl pooled $23.2M. Capital lease $458952 (pre-GASB 87 purchase agreement). 4 statutory findings in Part IV (budget exceedance; quotes not obtained; certified enrollment variances; supplementary weighting variances). IV-A and IV-G/H are repeats from FY2019. Salary/benefit object detail not in text extraction.,Muscatine CSD,10704543.0,430000.0,608421.0,11312964.0,11628936.0,4894.0,1939713.3,1513946.59,1818963.98,16717164.34,10704543.0,False,0.1881736463667534,0.1892438167799093,0.1968687323568572,0.2235356822384117,68.68338092386499,69.0739931246669,81.59052401702027,149.9747975875395,0.007601897737751252,0.7067474659816148,178421.0,0.20558600528105603,-0.02978583609941793,,0,,0.8666666666666667,0.7333333333333333,0.2,False,True,False,False,False,False,False,False,False,1,Low,Low risk,69-day practical cushion; 1 risk flag(s)
4581,Muscatine CSD,2021,56363815,56650584,10892432,10294149,76093.0,25860927,19.16,-0.51,,,0.0,0,1.0,N,N,Y,no single audit findings (no Part III findings),N,Bohnsack & Frommelt LLP,2022-01-28,unmodified,High,Enrolled count = Oct 2020 count. SAVE revenue per CAR schedule. Cash = total govtl pooled $25.9M. Capital lease $458952 (same pre-GASB 87 purchase agreement ending balance). 1 statutory finding in Part IV (certified enrollment variances); IV-G prior year enrollment not corrected = repeat finding. Salary/benefit object detail not in text extraction.,Muscatine CSD,10370243.0,962771.0,962771.0,11333014.0,12819892.0,4811.8,2253591.6,2764110.21,5414312.12,21635820.79,10370242.0,False,0.18171302523553862,0.18305622409823702,0.19227395784657753,0.2228367778168006,66.3252542109716,66.81552179585651,81.33542390313222,166.6220838076444,0.016994899823098028,1.0,0.0,0.22629761416051775,-0.005087820971664179,-0.017436828535541054,1,,0.7333333333333333,0.8,0.3333333333333333,False,True,False,False,False,False,True,False,False,2,Low,Low risk,67-day practical cushion; 2 risk flag(s)
4581,Muscatine CSD,2022,59183176,57712786,11939087,10773667,143324.0,30943941,19.17,2.48,,,0.0,0,1.0,N,N,Y,no single audit findings (ESSER II and ARP-ESSER audited; no Part III findings),N,Bohnsack & Frommelt LLP,2023-01-10,unmodified,High,First ACFR format year. Enrolled count = Oct 2021. SAVE revenue per CAR schedule. Cash = total govtl pooled $30.9M. GASB 87 lease obligation $210367 (new lease under updated standard). IPERS NPL dropped dramatically to $536222 due to strong investment returns (prior year $30.2M). 1 statutory finding (certified enrollment variances); repeat from FY2021. Salary/benefit object detail not in text extraction. ASBO cert submitted first time.,Muscatine CSD,10916991.0,720716.0,720716.0,11637707.0,15007531.0,4690.0,1932710.76,1286287.61,10251170.88,25735414.290000003,10916991.0,False,0.18667729885713713,0.1891607000223486,0.20687074437889724,0.22264913289751773,68.13721408285505,69.04365550815724,81.26693350759398,195.70253401040108,0.012487977967308665,1.0,0.0,0.2600382348549245,0.02484472952245753,-0.0033429758495415254,0,,0.6666666666666666,0.8666666666666667,0.4666666666666667,False,False,False,False,False,False,True,False,False,1,Low,Low risk,69-day practical cushion; 1 risk flag(s)
4581,Muscatine CSD,2023,63094613,60869319,11406083,10212841,159311.0,55620298,17.04,3.53,,,0.0,25000000,1.0,N,N,Y,no single audit findings (no Part III findings),N,Bohnsack & Frommelt LLP,2023-12-06,unmodified,High,Enrolled count = Oct 2022. SAVE revenue per CAR. Cash = total govtl pooled $55.6M (high due to $25M bond proceeds held). $25M school infrastructure SAVE revenue bonds issued Oct/Dec 2022 outstanding at June 30 2023. Lease $98457 + SBITA $37532 = $135989. IPERS NPL rebounded to $15.7M. 1 statutory finding (certified enrollment variances); repeat. Salary/benefit object detail not in text extraction.,Muscatine CSD,10372150.0,1000000.0,2366913.0,12739063.0,15295762.0,4604.5,1509700.91,1758727.11,34227114.6,49529958.99,10372152.0,False,0.167783066539647,0.1704003292693319,0.18738640726373168,0.19520265883046925,61.24081928697115,62.19612018330615,71.24897047312128,333.52449318514635,0.016428637882411664,0.4224912364755274,1366913.0,0.2512885350335528,0.0352691599835948,0.01834202284479605,1,-0.05915406620351451,0.5333333333333333,0.8,0.4,False,False,False,False,True,False,False,False,False,1,Low,Low risk,62-day practical cushion; 1 risk flag(s)
4581,Muscatine CSD,2024,61826636,60904420,11189523,9974471,159443.0,40894955,17.0,1.49,,,0.0,21808000,3.0,N,N,Y,no single audit findings (no Part III findings),Y,Bohnsack & Frommelt LLP,2024-11-08,unmodified,High,Enrolled count = Oct 2023. SAVE revenue per CAR. Cash = total govtl pooled $40.9M. Revenue bonds = Series 2022 $13095000 + Series 2022B $8713000 = $21808000. Lease $306766 + SBITA $16272 = $323038. 3 statutory findings (budget exceedance support services; certified enrollment; supplementary weighting). Budget exceedance is repeat of FY2020 pattern. GFOA Certificate awarded for FY2023 reported in this ACFR (first year). Salary/benefit object detail not in text extraction.,Muscatine CSD,10133914.0,1500000.0,2296994.0,12430908.0,16237561.0,4574.8,,,,11442162.8,10133914.0,False,0.1637725307949735,0.1663904524499207,0.18372267562846833,,59.77697374016533,60.73251514422106,,245.08333836854533,0.024628754366267668,0.6530273914516103,796994.0,0.26660726758419173,0.014916160083495405,0.025010016529849244,2,-0.04925391745292822,0.7142857142857143,0.7142857142857143,0.2857142857142857,False,False,True,False,True,False,False,False,False,2,Low,Low risk,61-day practical cushion; 2 risk flag(s)
4581,Muscatine CSD,2025,60083203,61421653,10082508,8715227,145363.0,30518195,15.22,-2.23,,,0.0,22546000,2.0,N,N,Y,no single audit findings (no Part II federal findings; structure changed - Part IV renamed Part II),Y,Bohnsack & Frommelt LLP,2025-10-17,unmodified,High,Enrolled count = Oct 2024. SAVE revenue per CAR. Cash = total govtl pooled $30.5M. Revenue bonds = Series 2022 $11116000 + Series 2022B $7382000 + Series 2024 $4048000 = $22546000. Series 2024 $4048000 issued in FY2025. Lease $162304 + SBITA $0 (paid off) = $162304. 2 statutory findings (certified enrollment; supplementary weighting). GASB 101 implemented (emphasis of matter paragraph in opinion). Salary/benefit object detail not in text extraction.,,,,,,,,,,,,8860590.0,False,0.14189176901507355,0.1442584099779926,0.16415233891539846,,51.79049569050185,52.654319641967305,,181.3552815812365,,,,,-0.022276608655500605,0.0093029038038632,3,,0.6428571428571429,,,False,True,True,False,False,False,False,False,False,2,Low,Low risk,53-day practical cushion; 2 risk flag(s)
5250,Pleasant Valley CSD,2020,54168959,53008239,8224174,4309175,3133352.0,45278048,14.34,2.14,,,15905000.0,33360000,1.0,N,N,N,Unmodified compliance opinion; no federal findings; single audit was performed (Child Nutrition cluster). One Iowa statutory finding IV-G-20: certified enrollment variance.,Y,Bohnsack & Frommelt LLP,2020-11-04,unmodified,High,"Auditor firm named Bohnsack & Frommelt LLP in transmittal letter; signed Moline IL. Capital lease $175,750 is pre-GASB-87 capital lease. Capital additions = gross increases to govl capital assets: CIP $9813513 + depreciable $31728693. GO bonds = Series 2018 net of premium = $15905000 (with premium $16258441 as reported in MD&A). SAVE rev bonds = sum of 4 series. Cash = SNP total (govl + BTA). Salaries+benefits not separately shown in GF object schedule in text extraction; left blank. OPEB = govl activities only.",Pleasant Valley CSD,7442527.0,2429614.0,3162235.0,10604762.0,11350381.0,5036.7,2269342.86,1012.93,20243632.43,31858148.89,7442527.0,False,0.08129255152203792,0.14040321165922906,0.15514897599220379,0.1832143463584972,29.67178130554384,51.24717225561861,66.87323642085148,311.77205339720865,0.04583464845908199,0.7683217724172935,732621.0,0.21412484576218424,0.021427770099846297,,0,,0.7333333333333333,0.8666666666666667,0.4666666666666667,False,False,False,False,False,False,False,False,False,0,Low,Low risk,51-day practical cushion; 0 risk flag(s)
5250,Pleasant Valley CSD,2021,58976783,55962993,11337516,6920517,3162842.0,39272107,17.81,5.11,,,14115000.0,29970000,0.0,N,N,N,Unmodified compliance; no findings (Parts II and III clean; IV items all clear). Single audit performed (COVID ESSER programs) - no findings.,Y,Bohnsack & Frommelt LLP,2021-11-18,unmodified,High,Firm confirmed by Moline IL signature consistent with all years; named explicitly in 2020 and 2023 transmittals. Capital lease $89402 is pre-GASB-87. Capital additions = CIP increases $8937974 + depreciable increases $2182978 = $11120952 gross. Rev bonds = 1745+6410+8600+13215 = 29970000. Solvency 17.81% matches district-reported 17.8%.,Pleasant Valley CSD,10083359.0,1113694.0,1113694.0,11197053.0,14066153.0,5128.4,2195641.75,335442.86,12214010.61,27153435.42,10083359.0,False,0.12366238167426107,0.18017905153857658,0.20258952197213612,0.21941286717813682,45.13676931110529,65.76535381158045,80.08569652001994,256.13925000401605,0.019900543918371198,1.0,0.0,0.2513474038102287,0.05110129523341414,0.03626453266663022,0,,0.6666666666666666,0.8666666666666667,0.4,False,False,False,False,False,False,True,False,False,1,Low,Low risk,66-day practical cushion; 1 risk flag(s)
5250,Pleasant Valley CSD,2022,62108088,61741879,11942859,7157559,3161450.0,43215611,17.31,0.59,,,12275000.0,26515000,1.0,N,N,N,Unmodified compliance; no federal findings. One Iowa statutory finding IV-H-22: certified enrollment variance (repeat from FY2020).,Y,Bohnsack & Frommelt LLP,2022-11-28,unmodified,High,GASB 87 adopted in FY2022 (restated FY2021 net position by $52009). Lease obligation = $213703 (GASB 87). GO bonds = Series 2018 principal $12275000. Rev bonds = Series 2016+2017+2018 = 5465+8250+12800 = 26515000. Capital additions = CIP increases $407473 + depreciable $19360504 but CIP largely transferred to buildings during year = gross additions to depreciable $19360504 + new CIP $407473 = $19767977 ~ $19768000. Cash = SNP total govl+BTA. NPL dropped dramatically due to IPERS remeasurement. OPEB = govl activities only.,Pleasant Valley CSD,10319010.0,2027845.0,2027845.0,12346855.0,14895854.0,5244.2,2254512.71,1112001.87,13610367.63,30020754.19,10319009.0,False,0.11592713270031837,0.16713143764218774,0.1934320625389454,0.20364656718659307,42.31340343561621,61.002974739398525,74.33099702310648,255.4781012576569,0.03284391458186752,1.0,0.0,0.24126013398458443,0.005896317400722431,0.026141794244660954,0,,0.5333333333333333,0.6666666666666666,0.5333333333333333,False,False,False,False,False,False,True,False,False,1,Low,Low risk,61-day practical cushion; 1 risk flag(s)
